ID,Name,"Plant Type","FarmOS TID","FarmOS ID",Description,"Scientific Name","Maturity Days","Transplant Days","Harvest Days","Seeding to Transplant Days","Transplant to Harvest Days","Row Spacing (inches)","Plant Spacing (inches)","Beds Per 100ft","Seed Depth (inches)","Min Germination Temp (F)","Min Growing Temp (F)","Max Growing Temp (F)","Frost Hardy","Created At","Updated At"
2922,"Chilli Pepper",,46,1f7c041e-7608-4dd0-91f7-024293464f84,"Hot pepper requiring warm conditions

Scientific name: Capsicum frutescens
Family: Solanaceae
Season: Warm
Growing days: 60-90
Temperature range: 18°C - 32°C",,75,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2941,Chives,,1863,46757eee-69fe-4b20-8af6-a76bda385533,"Main crop category for Chives",,75,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2929,Courgette,,57,43a5d400-593b-4cbd-9717-8be338af4cd2,"Warm season summer squash

Scientific name: Cucurbita pepo
Family: Cucurbitaceae
Season: Warm
Growing days: 50-60
Temperature range: 15°C - 28°C",,50,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2928,Cucumber,,56,765f0ee7-2b08-4045-870c-d7b765856eb1,"Warm season vine fruit requiring protection

Scientific name: Cucumis sativus
Family: Cucurbitaceae
Season: Warm
Growing days: 50-70
Temperature range: 15°C - 28°C",,50,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2942,Endive,,1890,6d653a45-6c78-4e5d-b523-77378bd21d8a,"Main crop category for Endive",,85,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2944,Fennel,,1895,03bbecc4-590d-40d2-bdda-dbac14600625,"Main crop category for Fennel",,85,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2933,"Florence Fennel",,64,05bcfa3e-0d94-4c22-aa88-5cbabb7df42f,"Cool season bulb vegetable

Scientific name: Foeniculum vulgare var. azoricum
Family: Apiaceae
Season: Cool
Growing days: 90-115
Temperature range: 7°C - 21°C",,85,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2959,Flowers,,4692,1ca7fcd3-7846-4503-a362-779cba5422a1,"Ornamental flowers and flowering plants grown for cut flowers, decoration, and aesthetic purposes",,75,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2925,"French Beans",,50,a6a15f80-7b30-417c-9939-59799be25d76,"Warm season pod vegetable

Scientific name: Phaseolus vulgaris
Family: Leguminosae
Season: Warm
Growing days: 50-65
Temperature range: 13°C - 24°C",,60,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2927,"Garden Peas",,53,23eaf6f2-2c0c-413e-b919-949c0b8509e4,"Cool season pod vegetable

Scientific name: Pisum sativum
Family: Leguminosae
Season: Cool
Growing days: 60-70
Temperature range: 4°C - 18°C",,65,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2940,Greens,,1857,7653ef42-6a0a-434e-bdd1-0566fbec4ce7,"Main crop category for Greens",,45,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2943,Herbs,,1893,77594fd9-2acf-4f85-8c8a-b5d175bfc6d1,"Main crop category for Herbs",,60,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2956,Leek,,2195,bbe4638a-261e-4f05-ab1a-8f7ecc88e421,"Main crop category for Leek",,120,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2945,Lettuce,,1942,7393d8c4-6bca-48d4-82ba-5f9f380b8397,"Main crop category for Lettuce",,55,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2957,Marrow,,2204,f5d789c5-4c5a-4873-8252-2ac9743c9c88,"Main crop category for Marrow",,90,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2946,Melon,,2030,0a80284f-ef1c-4e72-b47e-c60a8083c553,"Main crop category for Melon",,75,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2936,Onion,,73,3342fbfc-fc07-4a4c-94d7-f4bc89909210,"Cool season bulb vegetable

Scientific name: Allium cepa
Family: Allium
Season: Cool
Growing days: 90-120
Temperature range: 4°C - 24°C",,90,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2948,Oriental,,2062,f73c462d-a4f2-4995-b879-b43f6d862213,"Main crop category for Oriental",,75,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2949,Parsley,,2087,51fd09d5-bcec-4fe3-b327-cf12e300839c,"Main crop category for Parsley",,70,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2950,Parsnip,,2090,cc0dd864-d9ec-4884-859c-6d150ef5730b,"Main crop category for Parsnip",,120,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2951,Peas,,2104,c84b73dc-6bfd-4876-9db0-8eab95d937fb,"Main crop category for Peas",,65,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2952,Pepper,,2114,67f7ed4f-780e-4bcb-b8b1-ee6d8d54704d,"Main crop category for Pepper",,70,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2960,Potato,,48,55829977-320e-4f52-8d27-211acf88b6bc,"Cool season tuber vegetable

Scientific name: Solanum tuberosum
Family: Solanaceae
Season: Cool
Growing days: 70-120
Temperature range: 7°C - 21°C",,,,,,,,,,,,,,,"2025-11-13 02:07:36","2025-11-13 02:07:36"
2970,"Purple Sprouting Broccoli",,13438,fb93ef8b-d040-4ff0-b12c-9ea79c4d3a9e,"🌿 Purple Sprouting Broccoli (PSB)

Purple Sprouting Broccoli is a hardy, long-season brassica prized for its tender, richly flavoured shoots and vibrant violet florets that appear in early spring when little else is fresh from the garden. Unlike standard calabrese, PSB overwinters outdoors, developing deep roots and drawing on the living biology of winter soils to produce an abundance of nutritious spears as days lengthen.

Grown through autumn and harvested the following late winter to spring, PSB thrives in cool, biologically active soils and responds well to compost-rich, microbe-dense growing systems. Its branching habit produces many side shoots after the main head is cut, extending the harvest over several weeks.

Flavour: Sweet, nutty and full-bodied – often superior to summer broccoli.
Sowing time: April–June for spring harvests (overwintering).
Harvest period: February–May (depending on variety).
Growth habit: Tall, branching plants up to 1m+ high.
Soil & care: Deep, fertile, well-drained soil with rich organic matter; thrives in living, microbially active systems.",,40,,,,,,,,,,,,,"2025-11-13 02:07:42","2025-11-13 02:07:42"
2919,Radish,,39,2c06ff00-d3fc-4fb0-bade-6a818e2896f7,"Fast-growing cool season root vegetable

Scientific name: Raphanus sativus
Family: Brassicaceae
Season: Cool
Growing days: 25-30
Temperature range: 7°C - 21°C",,25,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2955,Rocket,,2179,89b222e9-c60c-453f-8181-af260762d93f,"Main crop category for Rocket",,60,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2938,"Runner beans",,1660,ea3e945f-e45a-479c-97f5-3c51d842efeb,"Main crop category for Runner beans",,90,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2935,Spinach,,70,9e44c29a-004e-427b-944b-b4f6567246c9,"Cool season leafy green

Scientific name: Spinacia oleracea
Family: Chenopodiaceae
Season: Cool
Growing days: 40-50
Temperature range: 4°C - 21°C",,45,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2947,"Spring onion",,2050,922e90ea-e543-4c06-834c-17b1fb5706bd,"Main crop category for Spring onion",,60,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2958,Squash,,2224,a8a14ab5-dd87-46d3-8496-77f483db4a4d,"Main crop category for Squash",,50,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2920,Swede,,43,fd200ab1-4abf-4180-af05-7f2892cf90a3,"Hardy root vegetable for winter storage

Scientific name: Brassica napus
Family: Brassicaceae
Season: Cool
Growing days: 90-120
Temperature range: 2°C - 15°C",,90,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2953,"Sweet pepper",,2118,0f9ee06a-1979-4de2-979b-29882ab4f97a,"Main crop category for Sweet pepper",,70,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2954,Sweetcorn,,2143,7a8e40dc-b5c0-4a7e-b8b2-fd7fafad528a,"Main crop category for Sweetcorn",,75,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2921,Tomato,,44,d03e07c7-97a5-4a21-9a37-f9ee89ef34f5,"

Original Name: tomato
Variety Code: 
Crop Type: tomato
Days to Maturity: 85
Days to Transplant: 0
Direct Sow: Yes
Succession Interval: 14 days",,85,85,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
2918,Turnip,,38,ffd3bd60-c7e4-4f11-b559-db5236f177da,"Cool season root vegetable

Scientific name: Brassica rapa
Family: Brassicaceae
Season: Cool
Growing days: 30-60
Temperature range: 4°C - 21°C",,50,,,,,,,,,,,,,"2025-10-06 01:21:57","2025-11-13 02:07:36"
1714,"Asparagus Connover's Colossal",Asparagus,12232,cb0c0b3c-c48c-4071-ad73-bd3654767a31,"Product Group: Vegetables. Botanical Name: Asparagus officinalis. Code: VAS10. An open pollinated variety producing a reasonable crop of fairly thick spears. Also used in flower arranging, as a foliage item.","Asparagus officinalis",1095,,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:39"
2540,"Asparagus F1 Burgundine (crowns)",Asparagus,13058,38cb563e-74fa-4f04-b962-bcb93848f30e,"Product Group: Vegetables. Botanical Name: Asparagus officinalis. Code: VPL16. 1 Year-old-crowns.Please order by mid March for delivery in March/April.A hybrid purple variety that produces juicy, crunchy, tender stems. The spears contain less ligin than most other varieties making them less stringy. Best enjoyed raw or lightly steamed.","Asparagus officinalis",730,,,,,12.00,,,,,,,,"2025-08-30 18:12:40","2025-11-13 02:07:42"
1712,"Asparagus F1 Gijnlim",Asparagus,12230,2318fad1-57e8-4860-a6ee-f26680b18010,"Product Group: Vegetables. Botanical Name: Asparagus officinalis. Code: VAS05. Very early-cropping (harvest mid-March to mid June). Produces top quality, medium thickness spears. Suitable for both white and green spear production.","Asparagus officinalis",1095,,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:39"
2537,"Asparagus F1 Gijnlim (crowns)",Asparagus,13055,7789a338-e006-4d1b-bdbf-3a1ecfce1ced,"Product Group: Vegetables. Botanical Name: Asparagus officinalis. Code: VPL05. 1 Year-old-crowns.Please order by mid March for delivery in March/April.Very early-cropping (harvest mid March to mid June). Produces top quality, medium thickness spears. Suitable for both white and green spear production.","Asparagus officinalis",730,,,,,12.00,,,,,,,,"2025-08-30 18:12:40","2025-11-13 02:07:41"
2539,"Asparagus F1 Guelph Equinox (crowns)",Asparagus,13057,66389b2e-0a4d-4b46-94e4-c0a1f0f8b757,"Product Group: Vegetables. Botanical Name: Asparagus officinalis. Code: VPL09. 1 Year-old-crowns.Please order by mid March for delivery in March/April.An early and mid-season, all male, hybrid variety that performs well under temperate growing conditions. If grown under protection then performs as an early variety. Produces very high quality spears of medium diameter. Holds tight tips even under warmer conditions. Recommended for green spear production.","Asparagus officinalis",730,,,,,12.00,,,,,,,,"2025-08-30 18:12:40","2025-11-13 02:07:41"
1716,"Asparagus F1 Millennium",Asparagus,12234,1fe6e601-e362-467a-9a17-0b4e7c32b098,"Product Group: Vegetables. Botanical Name: Asparagus officinalis. Code: VAS24. A class leading hybrid developed for green spear production. Produces a high yield of straight spears, with tight heads. Excellent vigour. Good flavour. A late cropping variety allowing harvesting in July.","Asparagus officinalis",1095,,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:39"
2541,"Asparagus F1 Millennium (crowns)",Asparagus,13059,139cf103-3e9c-4c1e-9e1d-14c962998c76,"Product Group: Vegetables. Botanical Name: Asparagus officinalis. Code: VPL25. 1 Year-old-crowns.Please order by mid March for delivery in March/April.A class leading hybrid developed for green spear production. Produces a high yield of straight spears, with tight heads. Excellent vigour. Good flavour. A late cropping variety allowing harvesting in July.","Asparagus officinalis",730,,,,,12.00,,,,,,,,"2025-08-30 18:12:40","2025-11-13 02:07:41"
2538,"Asparagus F1 Mondeo (crowns)",Asparagus,13056,f6667ed3-1232-4603-9035-d88edbaf7403,"Product Group: Vegetables. Botanical Name: Asparagus officinalis. Code: VPL07. 1 Year-old-crowns.Please order by mid March for delivery in March/April.A mid-early variety that produces very high yields of good quality, sweet, non-fibrous spears. Vigorous growth with a high level of disease resistance.","Asparagus officinalis",1095,,,,,12.00,,,,,,,,"2025-08-30 18:12:40","2025-11-13 02:07:41"
1713,"Asparagus F1 Pacific Purple",Asparagus,12231,e3318e0c-d51d-4c0f-8424-d62b2f696da9,"Product Group: Vegetables. Botanical Name: Asparagus officinalis. Code: VAS09. A late season hybrid variety that produces super-sweet dark purple spears. The spears are very low in fibre allowing for tip to butt consumption. Spear diameter is typically medium to large. Also suitable for super-sweet white spear production.","Asparagus officinalis",75,,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:39"
1715,"Asparagus F1 Portlim",Asparagus,12233,ba6e1cfd-9979-435c-bf6e-2ef35ab2f4ba,"Product Group: Vegetables. Botanical Name: Asparagus officinalis. Code: VAS22. A 100% male hybrid that is ideal for green spear production. Developed to crop later than Gijnlim but deliver similar high quality spears, allowing for greater continuity of supply. Attractive, cylindrical, smooth spears. Tips remain tightly closed even during warmer weather.","Asparagus officinalis",1095,,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:39"
1719,"Aubergine Black Beauty",Aubergine,12237,05827b36-0bc2-43da-9969-bce4dda914e9,"Product Group: Vegetables. Botanical Name: Solanum melongena. Code: VAU20. Pear shaped, open pollinated variety, deep purple fruits and relatively early cropping. Useful for plant sales. Popular amateur variety. Fruit size approx. 12cm long.

A high revenue crop which is becoming more ‘mainstream’. Has a flexible growing regime, as it can be grown in heated glass, cool glass and under plastic.
200 seeds per gram. Sow early October to November, or mid-November to December, or late January to February, germinates at 20-20°C. For early/late crop allow 46cm between plants, for maincrop allow 38cm. Sowing rate 50,000 seeds per hectare. Harvest from April onwards.","Solanum melongena",80,,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:42"
2293,"Aubergine Black Beauty (organic)",Aubergine,12811,f3b687d9-fba3-490a-931b-08c55995f16b,"Product Group: Organic. Botanical Name: Solanum melongena. Code: VOG010. Pear shaped, open pollinated variety, deep purple fruits and relatively early cropping. Useful for plant sales. Popular amateur variety. Fruit size approx. 12cm long.","Solanum melongena",80,,,,,12.00,,,,,,,,"2025-08-30 18:12:40","2025-11-13 02:07:41"
1717,"Aubergine F1 Bonica",Aubergine,12235,a53fac8e-4660-4670-a05d-1cfb524ff4dc,"Product Group: Vegetables. Botanical Name: Solanum melongena. Code: VAU05. Early maturing, oval fruited, deep purple to black coloured. Fruit size 12x7cm, performs well in difficult growing seasons.","Solanum melongena",75,,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:42"
1721,"Aubergine F1 Farmers Long",Aubergine,12239,172a6dbe-d50d-4255-b62d-0474aafdcf4a,"Product Group: Vegetables. Botanical Name: Solanum melongena. Code: VAU30. A vigorous, erect plant producing long slender purple-red fruit. Early, prolific producer of top quality fruit measuring 30cm long x 3cm in diameter. White tender flesh with good flavour. Tolerant of bacterial wilt.","Solanum melongena",80,,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:40"
1722,"Aubergine F1 Green Knight",Aubergine,12240,05082799-b41b-4d09-80b3-6ee95b57a8b4,"Product Group: Vegetables. Botanical Name: Solanum melongena. Code: VAU40. Produces a prolific crop of glossy jade green fruits, which are approximately 17cm in length. Smooth skin with good internal texture. A popular ingredient for Asian cuisine.","Solanum melongena",75,,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:42"
1726,"Aubergine F1 Ivory",Aubergine,12244,f81a21e9-a01d-4baf-bebf-20ac6add80ba,"Product Group: Vegetables. Botanical Name: Solanum melongena. Code: VAU55. A compact variety that produces small, oval shaped, creamy white fruits. Ideal for pots and containers. Spine free under normal growing conditions.","Solanum melongena",75,,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:40"
1730,"Aubergine F1 Jewel Amethyst",Aubergine,12248,2f791a9f-5aed-4592-b0ba-d6891f0a5d0d,"Product Group: Vegetables. Botanical Name: Solanum melongena. Code: VAU76. The Jewel series is a range of varieties producing egg-sized fruits in various colours. Typically 15-20 fruits per plant, which each fruit typically 10cm long and weighing 80-100g. The compact plant habit makes them ideal for containers (13-15cm pots). Support needed once plants start bearing fruit. Amethyst produces mid-purple fruit.","Solanum melongena",75,,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:40"
1728,"Aubergine F1 Jewel Ivory",Aubergine,12246,cc33b67a-4f09-43c0-9c24-8e689b7a0da2,"Product Group: Vegetables. Botanical Name: Solanum melongena. Code: VAU72. The Jewel series is a range of varieties producing egg-sized fruits in various colours. Typically 15-20 fruits per plant, which each fruit typically 10cm long and weighing 80-100g. The compact plant habit makes them ideal for containers (13-15cm pots). Support needed once plants start bearing fruit. Ivory produces white fruit.","Solanum melongena",75,,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:40"
1727,"Aubergine F1 Jewel Jade",Aubergine,12245,2feb86be-6f3c-41cd-b315-4449e1674683,"Product Group: Vegetables. Botanical Name: Solanum melongena. Code: VAU70. The Jewel series is a range of varieties producing egg-sized fruits in various colours. Typically 15-20 fruits per plant, which each fruit typically 10cm long and weighing 80-100g. The compact plant habit makes them ideal for containers (13-15cm pots). Support needed once plants start bearing fruit. Jade produces pale green fruit.","Solanum melongena",75,,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:40"
1729,"Aubergine F1 Jewel Jet",Aubergine,12247,10599fa5-ab26-4475-bf11-a08df961f125,"Product Group: Vegetables. Botanical Name: Solanum melongena. Code: VAU74. The Jewel series is a range of varieties producing egg-sized fruits in various colours. Typically 15-20 fruits per plant, which each fruit typically 10cm long and weighing 80-100g. The compact plant habit makes them ideal for containers (13-15cm pots). Support needed once plants start bearing fruit. Jet produces dark purple to black fruit.","Solanum melongena",75,,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:40"
1731,"Aubergine F1 Jewel Marble",Aubergine,12249,e4b512c8-2054-4b8f-a5a2-6ad664dc005f,"Product Group: Vegetables. Botanical Name: Solanum melongena. Code: VAU78. The Jewel series is a range of varieties producing egg-sized fruits in various colours. Typically 15-20 fruits per plant, which each fruit typically 10cm long and weighing 80-100g. The compact plant habit makes them ideal for containers (13-15cm pots). Support needed once plants start bearing fruit. Marble produces fruit with a white base and purple stripes.","Solanum melongena",75,,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:40"
1720,"Aubergine F1 Meatball",Aubergine,12238,c1ef18c5-4290-4b6b-b2b8-8f1a53d34499,"Product Group: Vegetables. Botanical Name: Solanum melongena. Code: VAU22. If you are looking for a meat alternative then this variety could be the one. Probably the mightiest, meatiest variety currently available, with fruits that have dense, moist flesh that perfectly captures the flavour and texture of meat. Suitable for use in containers, outdoors and unheated glasshouses.","Solanum melongena",75,,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:40"
1718,"Aubergine F1 Moneymaker",Aubergine,12236,278d5028-b535-436b-a242-f4aeea4d6b64,"Product Group: Vegetables. Botanical Name: Solanum melongena. Code: VAU10. Medium plant height with standard shaped dark fruits, averaging 100g in weight per fruit, an early maturing variety.","Solanum melongena",80,,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:39"
1725,"Aubergine F1 Pinstripe",Aubergine,12243,8f18f344-da89-4a3d-b87d-d8e2532e8450,"Product Group: Vegetables. Botanical Name: Solanum melongena. Code: VAU50. The ideal complement to Ivory, this variety produces small, oval shaped, light purple fruits with creamy white stripes. Spine free under normal growing conditions.","Solanum melongena",75,,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:40"
1724,"Aubergine F1 Violet Knight",Aubergine,12242,e8eb8811-347b-45e7-ad6a-e555c28d933d,"Product Group: Vegetables. Botanical Name: Solanum melongena. Code: VAU44. Another member of the Knight series. The variety produces striking violet fruits that contain minimal seeds and no bitter taste. Fruits 15-17cm long. Transplant to harvest is approximately 60 days.","Solanum melongena",60,60,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:40"
1723,"Aubergine F1 White Knight",Aubergine,12241,b13036b1-e557-445f-baff-d3470f75721c,"Product Group: Vegetables. Botanical Name: Solanum melongena. Code: VAU42. Attractive shimmery white fruits that are typically 17cm in length. The delicious flavour makes them ideal for roasting, baking or serving fresh. Works well with the other varieties in the Knight series.","Solanum melongena",75,,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:40"
1744,"Beet Albina Ice",Beetroot,12262,650c1b52-dbfe-448f-a53c-de8202740120,"Product Group: Vegetables. Botanical Name: Beta vulgaris. Code: VBE15. A truly white beetroot which does not bleed when cut. Excellent flavour and texture. Wavy topped leaves can be used like spinach.","Beta vulgaris",55,,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:42"
1758,"Beet Blood Red",Beetroot,12276,282476d1-288a-4bea-8660-81b0b50607de,"Product Group: Vegetables. Botanical Name: Beta vulgaris. Code: VBE75. An improved version of Bulls Blood, this variety produces dark red leaves, suitable for both baby and salad leaf production. The beetroot itself is large and only really suited to fodder uses.","Beta vulgaris",60,,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:42"
2307,"Beet Blood Red (organic)",Beetroot,12825,fd8068a9-b154-477f-ae8e-d206af00d82d,"Product Group: Organic. Botanical Name: Beta vulgaris. Code: VOG111. An improved version of Bulls Blood, this variety produces dark red leaves, suitable for both baby and salad leaf production. The beetroot itself is large and only really suited to fodder uses.","Beta vulgaris",60,,,,,12.00,,,,,,,,"2025-08-30 18:12:40","2025-11-13 02:07:41"
1750,"Beet Boltardy",Beetroot,12268,3eb7e544-8160-4758-b034-0fcc36f86ce8,"Product Group: Vegetables. Botanical Name: Beta vulgaris. Code: VBE30. A popular variety for early and maincrop sowings. Round roots with good internal colouring. Good resistance to bolting. For fresh market and processing.

A classic and award-winning beetroot, super-reliable and very tolerant of weather extremes, so you can start your crop earlier in the year and finish harvesting later.

Beetroot 'Boltardy' produces delicious deep purple, spherical roots which are at their tenderest harvested just larger than a golfball. The leaves can also be picked sparingly as a tasty spinach substitute.","Beta vulgaris",60,,60,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:42"
1751,"Beet Boltardy (graded)",Beetroot,12269,a28fca57-4e58-4c2a-8acb-44008200a578,"Product Group: Vegetables. Botanical Name: Beta vulgaris. Code: VBE32. A popular variety for early and maincrop sowings. Round roots with good internal colouring. Good resistance to bolting. For fresh market and processing.","Beta vulgaris",60,,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:40"
